file_md5,title,version,artist,creator,beatmapset_id,beatmap_id,total_length,bpm,diff_size,diff_overall,diff_approach,diff_drain,difficultyrating,max_combo,playcount,approved_date,State
52e77f0714a31b35230727cbaccc7795,Gensou no Satellite,Rain,BUTAOTOME,Spectator,699439,1613227,223,230,4.0,9.0,9.0,5.0,4.14,1081,10098,2018-09-24 10:20:03,1
17ffc16fbfba137cdc4881356c66c7a7,Gensou no Satellite,Salad,BUTAOTOME,Spectator,699439,1614120,223,230,3.0,7.0,7.0,3.0,2.3,663,6291,2018-09-24 10:20:03,1
7b877eb4e829d5199570f53aa148f7fb,Gensou no Satellite,Cup,BUTAOTOME,Spectator,699439,1614201,223,230,2.0,6.0,6.0,2.0,1.55,580,5292,2018-09-24 10:20:03,1
f124fce9b63d4668bd35cce542636ed1,Gensou no Satellite,Xetopia's Platter,BUTAOTOME,Spectator,699439,1615649,223,230,3.5,8.0,8.0,4.0,2.77,894,11628,2018-09-24 10:20:03,1
0b4b1735accba5a594732656c38e9e0d,Koi wa Milk Tea,Asu_ne's Collab Rain,petit milady,Catch The Beat,475028,1132938,86,122,4.0,9.0,9.0,6.0,3.73,545,2970,2018-10-05 19:24:48,4
8a691cce45d96616e989576ad52d8c1d,Koi wa Milk Tea,Amaidose,petit milady,Catch The Beat,475028,1132939,88,122,4.0,9.3,9.3,6.5,5.33,650,7002,2018-10-05 19:24:48,4
492b3d679db251bc98144ab72a916953,Koi wa Milk Tea,Ascendance's Platter,petit milady,Catch The Beat,475028,1132940,88,122,3.5,8.0,8.0,5.5,3.06,386,5139,2018-10-05 19:24:48,4
9b9b4292912b80fdae93855a0599d437,Koi wa Milk Tea,zheva's Rain,petit milady,Catch The Beat,475028,1132941,88,122,4.0,9.0,9.0,6.0,4.05,536,4293,2018-10-05 19:24:48,4
4af52df68fc825b35856ca6fb16c62f0,Koi wa Milk Tea,Salad,petit milady,Catch The Beat,475028,1132942,86,122,3.0,6.5,6.5,4.0,1.92,251,3636,2018-10-05 19:24:48,4
43c9be82addbca057b91949f8fbd2911,Space Time (Amane Hardcore Remix),Super! Hyper! time!,Amane,[224]Hyperw7,327638,727110,370,175,4.0,9.9,9.9,0.0,11.91,4830,3942,2018-10-05 19:24:51,4
b51bd432aedae1eabe398991d97a3acc,Sayonara Planet Wars,Sayonara Humanity,Chroma,Badis,396789,863177,119,224,4.0,9.6,9.6,5.0,7.05,1335,16056,2018-10-05 19:25:05,4
e87751f7a476b3d14549b7e9baa7795d,Kake nukeru Nico Nico Douga,CTB collab,Nico Nico Douga,ZHSteven,28282,94356,528,183,4.0,8.0,8.0,6.0,5.45,2898,3105,2018-10-05 19:25:08,4
aee30785b7fd19a62f1a8d94522feab8,Get Jinxed,Kurokami's Rain,Agnete Kjolsrud,Hanjamon,122279,430947,132,180,4.0,9.0,9.0,6.0,4.37,726,3411,2018-10-05 19:26:14,4
5e8e0256922a63ffead5baf64c60b364,Get Jinxed,Xinely's Salad,Agnete Kjolsrud,Hanjamon,122279,444275,132,180,3.5,7.0,7.0,4.0,2.6,440,4860,2018-10-05 19:26:14,4
358d7c9b23ce0a64cf6ce65977b52bc2,Get Jinxed,Q-H's Platter,Agnete Kjolsrud,Hanjamon,122279,448864,132,180,3.7,8.0,8.0,5.0,3.1,612,4149,2018-10-05 19:26:14,4
3610e3f87c6122f64d7e4802a2b3711a,WOBBLE IMPACT -Extended Mix-,Transcendence,Sota Fujimori,Minato Yukina,539769,1144674,310,190,4.5,9.6,9.6,5.0,6.12,2670,12501,2018-10-07 11:20:02,1
ad8e1c6640b3d16a6b5f292f419d7a83,WWW.BLONDE GIRL (MOMO MIX),Challenge,JENNY ROM,Ascendance,715066,1510897,80,170,4.0,9.3,9.3,7.0,5.34,619,35982,2018-10-08 12:40:06,1
f35b47c284bc2b5598924085112a4151,WWW.BLONDE GIRL (MOMO MIX),Expert,JENNY ROM,Ascendance,715066,1510898,80,170,4.0,9.0,9.0,6.0,4.18,509,19629,2018-10-08 12:40:06,1
768fc8c709ac3206ba97bf2ae1d30247,WWW.BLONDE GIRL (MOMO MIX),wonjae's Difficult,JENNY ROM,Ascendance,715066,1512080,80,170,3.5,8.0,8.0,5.0,3.07,470,13716,2018-10-08 12:40:06,1
7992c0cee67fe6e790d4cce0652e5dff,WWW.BLONDE GIRL (MOMO MIX),Another,JENNY ROM,Ascendance,715066,1512105,80,170,3.7,7.8,7.8,6.0,3.73,496,14697,2018-10-08 12:40:06,1
044cd294cd6150dea5dc3095983b7588,WWW.BLONDE GIRL (MOMO MIX),Fii's Beginner,JENNY ROM,Ascendance,715066,1512400,79,170,2.5,6.0,6.0,3.0,1.77,240,7443,2018-10-08 12:40:06,1
de4568b39f115631c1d3d621a6245f35,WWW.BLONDE GIRL (MOMO MIX),Spec's Challenge,JENNY ROM,Ascendance,715066,1512668,80,170,4.0,9.3,9.3,6.0,4.78,533,25713,2018-10-08 12:40:06,1
17689fabcd31de5fff5df71df98bc3e4,WWW.BLONDE GIRL (MOMO MIX),Sanyi's Basic,JENNY ROM,Ascendance,715066,1516304,80,170,3.0,7.0,7.0,4.0,2.51,364,12537,2018-10-08 12:40:06,1
51bc0d779cc4e81f5c5a338d4987e6d2,Utakata Hanabi (TV Size),Summer Love,supercell,Ascendance,860123,1799635,88,84,3.5,7.8,7.8,5.0,2.61,379,11160,2018-10-17 06:00:03,1
ecfcbd01274384c041274a5bf271cd47,Utakata Hanabi (TV Size),Salad,supercell,Ascendance,860123,1799664,88,84,3.0,6.8,6.8,4.0,1.78,239,4698,2018-10-17 06:00:03,1
e6f52dbdb286a6eca7ccd1f25f582fc1,Utakata Hanabi (TV Size),Cup,supercell,Ascendance,860123,1799692,88,84,2.5,5.8,5.8,3.0,1.24,208,6795,2018-10-17 06:00:03,1
1b4b65a1b139c990438b415512916219,my time,sweet dreams,bo en,Chara,563953,1192424,205,199,4.5,9.7,9.7,6.0,6.18,1309,12321,2018-10-17 06:41:35,4
24759eea80f4c9b88ba4651684a269f6,my time,Rain,bo en,Chara,563953,1284004,54,199,4.0,9.0,9.0,6.0,2.74,329,44397,2018-10-17 06:41:35,4
c6c14cfc80eb2cf7c008f4f50a38cba1,My Dearest,Fiance's Eternity,supercell,Ascendance,842871,1763545,334,168,3.8,9.2,9.2,6.0,4.71,1927,21375,2018-10-23 07:20:02,1
23b9dbb5ba19aab74bbe1ad71e3e3e4d,REVIVER,AJamez's Platter,MY FIRST STORY,Underdogs,737710,1718397,90,200,3.6,8.0,8.0,5.0,3.18,531,17766,2018-10-23 12:00:21,1
0c21f0b31187463a4abb1764ce5a1016,REVIVER,AJamez's Rain,MY FIRST STORY,Underdogs,737710,1718398,90,200,4.2,9.0,9.0,6.0,4.52,636,13059,2018-10-23 12:00:21,1
17faf9ae9c95c78e86c5586c9fc6a7cf,Clumsy thoughts,Rain,Nekomata Master feat. *spiLa*,wonjae,801225,1681890,115,153,4.0,8.8,8.8,5.0,3.41,569,7137,2018-10-29 22:00:01,1
e48d1dd1dd351774f3bca93d41f3a867,Clumsy thoughts,chickenbible's Cup,Nekomata Master feat. *spiLa*,wonjae,801225,1683611,115,153,2.5,6.0,6.0,3.0,1.54,316,2601,2018-10-29 22:00:01,1
7a6c62c3f63572fc503d7383562c5eef,Clumsy thoughts,Platter,Nekomata Master feat. *spiLa*,wonjae,801225,1683612,115,153,3.5,8.0,8.0,5.0,2.75,529,5904,2018-10-29 22:00:01,1
e829430f8089b0808813412b065ebe6c,Clumsy thoughts,Salad,Nekomata Master feat. *spiLa*,wonjae,801225,1687560,115,153,3.0,7.0,7.0,4.0,2.18,493,3015,2018-10-29 22:00:01,1
779967f0936908826e81955b815fc32e,Clumsy thoughts,Ascendance's Special,Nekomata Master feat. *spiLa*,wonjae,801225,1702733,115,153,3.8,9.0,9.0,6.0,3.92,634,6435,2018-10-29 22:00:01,1
98b1506def4a2efbe95f0beb8556bbb3,Let Go Control,Rain,Saosin,Nelly,775649,1629904,98,180,4.0,9.0,9.0,6.0,3.94,545,9900,2018-10-30 16:40:02,1
03a6e5ba134235bf01ba04e497ff6979,Let Go Control,Crowley's Overdose,Saosin,Nelly,775649,1631988,98,180,4.5,9.4,9.4,7.0,4.79,600,7983,2018-10-30 16:40:02,1
ffb53bc6c01993e23fad939b008b7188,Let Go Control,Platter,Saosin,Nelly,775649,1675991,98,180,3.5,8.0,8.0,5.0,3.03,499,6012,2018-10-30 16:40:02,1
ce39b549ef1a7ddd24c11764ba1d7ebf,Let Go Control,Cup,Saosin,Nelly,775649,1699795,98,180,2.5,6.0,6.0,3.0,1.66,305,3123,2018-10-30 16:40:02,1
144476f537427b5588365353bbfcd3b9,Let Go Control,Xetopia & Nelly's Salad,Saosin,Nelly,775649,1762615,98,180,3.0,7.0,7.0,4.0,2.35,478,4752,2018-10-30 16:40:02,1
8f21fe76089d859019d0b4422852f0a8,The Phoenix,Resurrection,Rezonate,Nanachii,808379,1696380,313,140,4.3,9.0,9.0,6.0,4.03,1644,3798,2018-10-30 22:40:02,1
c58ba5fe1f0bc54bfdfbffa4d7b115ff,Tachimukae! Kimi wa Kakkoii!,Jeir's Rain,MamoruP x Ryou & Micchan feat. Kasane Teto,Noffy,758172,1594854,65,163,4.5,9.0,9.0,6.0,4.19,358,8487,2018-10-30 22:40:04,1
cd393aac2fd16baef992f0e50566a4ad,Tachimukae! Kimi wa Kakkoii!,Jeir's Platter,MamoruP x Ryou & Micchan feat. Kasane Teto,Noffy,758172,1596664,65,163,4.0,8.0,8.0,6.0,3.37,333,10080,2018-10-30 22:40:04,1
f91b3a2607d561be859135927f240e6c,heron,Overdose,S-C-U,ZiRoX,576786,1220985,85,182,6.0,9.3,9.3,6.0,5.34,550,17703,2018-10-31 13:00:11,1
069a0a5fd50a697a7170464a632ba6c2,heron,Platter,S-C-U,ZiRoX,576786,1220986,85,182,4.0,8.0,8.0,5.0,3.17,425,10206,2018-10-31 13:00:11,1
150647c68552bb31c503fdc12952a8ae,heron,Salad,S-C-U,ZiRoX,576786,1221053,86,182,3.0,7.0,7.0,4.0,2.19,338,5553,2018-10-31 13:00:11,1
7ad8280a5526642a6f3b5de8bc7d0a43,heron,Hyperion's Rain,S-C-U,ZiRoX,576786,1225352,85,182,5.0,9.0,9.0,6.0,4.35,546,6507,2018-10-31 13:00:11,1
ec0e7c3c1904c8017f5614fd4f76d0f7,heron,Cup,S-C-U,ZiRoX,576786,1749454,86,182,3.0,6.0,6.0,3.0,1.83,290,3681,2018-10-31 13:00:11,1
852ec4fd42c9e0c6eaaa5a973422dba8,HAELEQUIN (Extended ver.),Witchcraft,orangentle / Yu_Asahina,Minato Yukina,567261,1201544,300,172,4.2,9.5,9.5,6.0,6.27,2714,24705,2018-11-02 06:00:03,1
fffb035752ca9dc399e5bb29becce59d,Clover Day's,Cup,Marie,-Luminate,847800,1772965,114,190,2.5,6.0,6.0,3.0,1.62,328,3924,2018-11-02 08:20:04,1
0ddc02482569129bbc45bc94e5e2159d,Clover Day's,Overdose,Marie,-Luminate,847800,1772966,113,190,4.2,9.3,9.3,6.0,4.68,726,18099,2018-11-02 08:20:04,1
b59aabcd059fecceda1eb6a51ab1515f,Clover Day's,Platter,Marie,-Luminate,847800,1772967,113,190,3.5,8.0,8.0,5.0,3.22,506,11196,2018-11-02 08:20:04,1
cbda7a4216bd307536ebff2d4e4134ca,Clover Day's,Promise,Marie,-Luminate,847800,1772968,113,190,4.4,9.4,9.4,7.0,5.24,745,23256,2018-11-02 08:20:04,1
dcf177516d68eac3ec7fd4472f5ec4f0,Clover Day's,Rain,Marie,-Luminate,847800,1772969,113,190,4.0,9.0,9.0,6.0,3.93,690,13473,2018-11-02 08:20:04,1
c26c46a30b325c1ecf16a8356d363830,Clover Day's,Salad,Marie,-Luminate,847800,1772970,114,190,3.0,7.0,7.0,4.0,2.14,422,5283,2018-11-02 08:20:04,1
eb3f1f4f67895f0e82cfda3b11519e29,Sea Shanty 2,Ascendance's Platter,Ian Taylor,Nao Tomori,854840,1807536,67,100,3.5,7.8,7.8,5.0,2.67,281,16353,2018-11-02 19:20:13,1
57c2663326e520d5926d6dc68ab12c92,Sea Shanty 2,Ascendance's Rain,Ian Taylor,Nao Tomori,854840,1807537,67,100,4.0,8.8,8.8,6.0,3.45,331,10944,2018-11-02 19:20:13,1
daf2d9bd3dfea3f5d19533c18d95a3d3,When Time Sleeps,Salad,Helblinde,Sinnoh,554256,1174526,204,170,3.0,7.0,7.0,4.0,2.0,453,3483,2018-11-03 03:00:03,1
372943281da4e6bfa0b7f0995067f0b6,When Time Sleeps,Cup,Helblinde,Sinnoh,554256,1174611,204,170,2.5,6.0,6.0,3.5,1.5,382,4122,2018-11-03 03:00:03,1
63f7cf46c2e2cdd7c3f92db6b6623f29,When Time Sleeps,Rain,Helblinde,Sinnoh,554256,1208693,204,170,4.0,8.7,8.7,5.0,3.72,740,4977,2018-11-03 03:00:03,1
b89f2ec81a0b810bd6118e392d654076,When Time Sleeps,AFB's Platter,Helblinde,Sinnoh,554256,1743650,204,170,3.5,8.0,8.0,5.0,2.9,699,7245,2018-11-03 03:00:03,1
7830261e34198acb025648993164543c,When Time Sleeps,Ascendance's Rain,Helblinde,Sinnoh,554256,1761083,204,170,4.0,9.0,9.0,6.0,4.06,884,6003,2018-11-03 03:00:03,1
c33a846d13fff5fa253f029afee2a1ff,Dried Up Youthful Fame (TV Size),Collab Cup,OLDCODEX,RoseusJaeger,544889,1154581,85,220,2.5,6.0,6.0,3.0,1.8,321,4761,2018-11-03 12:20:05,1
70087928da704c1c51bada5450d8645b,Dried Up Youthful Fame (TV Size),Collab Overdose,OLDCODEX,RoseusJaeger,544889,1154582,87,220,4.0,9.3,9.3,7.0,5.0,601,14697,2018-11-03 12:20:05,1
368e17c641cd444b086b129c95c70ae1,Dried Up Youthful Fame (TV Size),Collab Platter,OLDCODEX,RoseusJaeger,544889,1154583,87,220,3.5,8.2,8.2,5.0,3.42,525,9108,2018-11-03 12:20:05,1
99a2e9ef170211e04d47eaec71d8eba8,Dried Up Youthful Fame (TV Size),Collab Rain,OLDCODEX,RoseusJaeger,544889,1154584,87,220,4.0,9.0,9.0,6.0,4.12,571,8001,2018-11-03 12:20:05,1
70d1146ad37ad7c7013d9f17b1f0646a,Dried Up Youthful Fame (TV Size),Collab Salad,OLDCODEX,RoseusJaeger,544889,1154585,85,220,3.0,7.0,7.0,4.0,2.35,382,4446,2018-11-03 12:20:05,1
3831c0a339a16ebbeeab1ff4291b1b76,ADAMAS (TV Size),AJamez's Rain,LiSA,Ascendance,867287,1813030,89,191,4.0,9.0,9.0,6.0,4.4,611,65394,2018-11-03 19:00:02,1
4c1abb44dbd0d0dd064a4029a4cfe51a,ADAMAS (TV Size),Overdose,LiSA,Ascendance,867287,1813031,89,191,4.2,9.2,9.2,7.0,5.44,644,115722,2018-11-03 19:00:02,1
f32744fc474e020b9dd312a3be88e9bc,ADAMAS (TV Size),Himiko's Overdose,LiSA,Ascendance,867287,1813146,89,191,4.0,9.2,9.2,7.0,5.0,642,81405,2018-11-03 19:00:02,1
4ae2e681aab1034f0bc414f5900c667b,ADAMAS (TV Size),Cup,LiSA,Ascendance,867287,1813957,89,191,2.5,6.0,6.0,3.0,1.69,290,33894,2018-11-03 19:00:02,1
cc67b40313820999231291528112ddfe,ADAMAS (TV Size),MBomb's Salad,LiSA,Ascendance,867287,1813958,89,191,3.0,7.0,7.0,4.0,2.27,331,30321,2018-11-03 19:00:02,1
9cea30c7a443b9de2dc43536cdf556f0,ADAMAS (TV Size),Sorcerer's Platter,LiSA,Ascendance,867287,1814473,89,191,3.6,8.0,8.0,5.0,3.4,556,46188,2018-11-03 19:00:02,1
db5d5e46615a70f2ad8852ff8c0a9201,Snow Prism,Overdose,a_hisa,noraRcat,350930,773495,216,180,4.2,9.2,9.2,4.2,5.64,1514,7344,2018-11-03 19:50:06,4
2bc692d0ef7d3319beed3b3c3cd766f4,Prayer,Cup,Akitan,JBHyperion,828727,1736278,78,136,2.5,6.0,6.0,3.0,1.64,230,2322,2018-11-04 05:20:02,1
3971c16983399960a745777d76a25fac,Prayer,Overdose: Rising Dawn,Akitan,JBHyperion,828727,1736279,78,136,4.5,9.0,9.0,7.0,4.62,426,6408,2018-11-04 05:20:02,1
aa0d7b0170e33aaab3ff518d98336c4f,Prayer,Overdose: Twilight Descent,Akitan,JBHyperion,828727,1736280,78,136,4.5,8.8,8.8,7.0,3.98,421,2808,2018-11-04 05:20:02,1
c92cfdd6fea1fa4573e5e60c4f65a40b,Prayer,Platter,Akitan,JBHyperion,828727,1736281,78,136,3.5,8.0,8.0,5.0,3.02,305,6471,2018-11-04 05:20:02,1
af8a7164c41fafe13ffc16259890c8cb,Prayer,Rain,Akitan,JBHyperion,828727,1736282,78,136,4.0,8.5,8.5,6.0,3.82,381,6435,2018-11-04 05:20:02,1
da4f12b91f19b42a23d4bc28e017e576,Prayer,Salad,Akitan,JBHyperion,828727,1736283,78,136,3.0,7.0,7.0,4.0,2.22,269,3312,2018-11-04 05:20:02,1
05519b3ddd2ab0642ba783d3717e7112,Genzaichi,Rain,fhana,Benita,825376,1729487,88,198,4.0,9.1,9.1,6.0,4.41,554,14823,2018-11-04 08:20:02,1
2d8bc2e2d8a0d696227e7a99b600eb33,Genzaichi,Cup,fhana,Benita,825376,1748031,88,198,2.2,6.0,6.0,3.0,1.6,213,2907,2018-11-04 08:20:02,1
03d7c9c35c309b4f2d25eed80b68c70c,Genzaichi,Platter,fhana,Benita,825376,1748032,88,198,3.4,8.1,8.1,5.0,3.42,502,13644,2018-11-04 08:20:02,1
5855cd2d294ebdceb84230fd897dc58e,Genzaichi,Salad,fhana,Benita,825376,1748033,88,198,2.8,7.0,7.0,4.0,2.18,321,5085,2018-11-04 08:20:02,1
1dc0f808f0b9ecfd661f922810e9a466,Romeo to Cinderella,Forbidden Love,Poppin'Party,Xetopia,841755,1761457,112,170,4.8,9.2,9.2,7.0,5.18,702,17811,2018-11-07 01:40:04,1
bf58dac20353341ace6adf2c63e03c42,Romeo to Cinderella,Rain,Poppin'Party,Xetopia,841755,1761458,112,170,4.0,9.0,9.0,6.0,4.08,666,19143,2018-11-07 01:40:04,1
24dcaf3df429283721fb5f58fbc45f09,Romeo to Cinderella,Platter,Poppin'Party,Xetopia,841755,1764678,112,170,3.0,8.0,8.0,5.0,2.93,630,15489,2018-11-07 01:40:04,1
5b0196b2387b095dcdc06b3ccffd72cb,Romeo to Cinderella,Cup,Poppin'Party,Xetopia,841755,1769845,111,170,2.5,6.0,6.0,3.0,1.82,379,10197,2018-11-07 01:40:04,1
dccc778d439de8218c7b075708f31b13,Romeo to Cinderella,AJamez's Salad,Poppin'Party,Xetopia,841755,1771291,112,170,3.0,7.0,7.0,4.0,2.24,430,11745,2018-11-07 01:40:04,1
39c0132cd9d80200b963be815a039cab,Dahil Sa'Yo,Prutas: Madali,Inigo Pascual,Sakary,778698,1635471,75,100,3.0,7.0,7.0,4.0,2.04,235,9918,2018-11-08 03:40:03,1
92994fbcdcc0818e03c9e13cc876b478,Dahil Sa'Yo,Prutas: Mahirap,Inigo Pascual,Sakary,778698,1635472,75,100,3.5,8.0,8.0,5.0,2.76,284,12519,2018-11-08 03:40:03,1
6af1927b8ff725f2d4d83c4f21099782,Living Color (Dezpot Remix),Chromatic,MitiS,Ascendance,694292,1468899,314,174,4.2,9.6,9.6,6.0,5.65,2315,10485,2018-11-08 12:00:03,1
c7a53f936dcfe7c0f053072efae583a4,Bassdrop Freaks (Long Ver.),Blizzard,Nanahira,Yumeno Himiko,834415,1747965,285,179,5.0,9.5,9.5,6.0,6.12,2444,19935,2018-11-10 05:20:02,1
358d6af1fa441e046f36af3ec50248a0,Bassdrop Freaks (Long Ver.),Rain,Nanahira,Yumeno Himiko,834415,1767939,285,179,3.6,9.2,9.2,6.0,4.43,2052,27630,2018-11-10 05:20:02,1
a4a2b57e47fe980e593fd76c2e2e5cf9,Iris (TV Size),Cup,Aoi Eir,Yumeno Himiko,863100,1805418,87,129,2.0,6.0,6.0,3.0,1.6,312,8973,2018-11-12 13:20:02,1
9b97406a06cf3dd36fe0224b0bd91d84,Iris (TV Size),Fluctlight,Aoi Eir,Yumeno Himiko,863100,1805419,88,129,3.6,9.0,9.0,6.0,3.9,458,19044,2018-11-12 13:20:02,1
a50b7fe51b2976fc48b190a98b9831a0,Iris (TV Size),Platter,Aoi Eir,Yumeno Himiko,863100,1805420,88,129,3.0,8.0,8.0,5.0,2.88,416,9126,2018-11-12 13:20:02,1
30f9d8c1257b58fd7ed6acac219a2136,Iris (TV Size),Salad,Aoi Eir,Yumeno Himiko,863100,1805421,88,129,2.5,7.0,7.0,4.0,2.21,372,8316,2018-11-12 13:20:02,1
e8eae26491f987afd3622173c3332d3c,JuJutsushi Gachi ver.,Oracle,Various Artists,Furely,409227,888409,109,258,4.0,10.0,10.0,1.0,19.26,4706,36243,2018-11-13 20:03:38,4
f0ba5e6541fe36695209df39205022e3,JuJutsushi Gachi ver.,read me 2,Various Artists,Furely,409227,888412,90,258,4.0,10.0,10.0,1.0,10.57,2413,41751,2018-11-13 20:03:38,4
d079c2529a29af31c98ab594bdc03c48,JuJutsushi Gachi ver.,read me,Various Artists,Furely,409227,888413,8,516,4.0,10.0,10.0,1.0,16.77,674,34083,2018-11-13 20:03:38,-1
53a0f3301a02fc96c4c61b3fbf54af7f,Elder Dragon Legend,Legendary,t+pazolite with Kabocha,-Izayoi,592406,1253456,206,210,4.0,9.6,9.6,6.0,6.86,1539,28701,2018-11-13 20:03:40,4
0379eca87a67dff60827d36dca29c505,Cloudsmasher (feat. The Quick Brown Fox),ExGon's CTB Hell,Renard,Rugure,57850,177096,150,364,5.0,7.0,9.0,2.0,7.06,1073,5499,2018-11-14 06:39:20,4
bcd379c608092024df3db77a1802ae3c,Mynarco Addiction,Ascendance & Spec's EX,positive MAD-crew,Ascendance,638643,1354716,312,181,4.2,9.4,9.4,6.0,5.57,2436,20556,2018-11-16 15:40:02,1
c368bbcc287dea34dd104ae15cdd8b82,Zankoku na Tenshi no These (TV Size),Overdose,Takahashi Yoko,Ascendance,872723,1824392,89,129,4.5,9.5,9.5,7.0,5.64,552,30294,2018-11-18 03:00:02,1
1fd53d75ddcf071bd14c5b590ef45a5f,Zankoku na Tenshi no These (TV Size),Sinnoh's Overdose,Takahashi Yoko,Ascendance,872723,1825040,89,129,4.0,9.2,9.2,6.0,4.79,486,21159,2018-11-18 03:00:02,1
c1c58119776a553c123f87a44e2e444b,Zankoku na Tenshi no These (TV Size),AJamez's Cup,Takahashi Yoko,Ascendance,872723,1825172,89,129,2.5,6.0,6.0,3.0,1.45,235,11637,2018-11-18 03:00:02,1
fcac5611bd3d5f90ae40bc955ec97d80,Zankoku na Tenshi no These (TV Size),Nelly's Rain,Takahashi Yoko,Ascendance,872723,1825493,89,129,4.0,9.0,9.0,6.0,3.7,468,20988,2018-11-18 03:00:02,1
9bba9c22974b3e4878ab7cc81d718072,Zankoku na Tenshi no These (TV Size),Benny's Salad,Takahashi Yoko,Ascendance,872723,1826010,89,129,3.0,7.0,7.0,4.0,2.05,266,11853,2018-11-18 03:00:02,1
5bcd294ade8efa18b99dc9b093810553,Zankoku na Tenshi no These (TV Size),MBomb's Platter,Takahashi Yoko,Ascendance,872723,1826388,89,129,3.5,8.0,8.0,5.0,2.74,299,23472,2018-11-18 03:00:02,1
a229f93fd0dc439375642f0749d65ceb,Ref:rain (TV Size),AJamez's Light Rain,Aimer,alienflybot,864201,1807497,84,78,3.5,8.2,8.2,6.0,2.76,356,13077,2018-11-19 10:00:01,1
7b5a4fb402c0e8e9e50d7c0a0f880362,Ref:rain (TV Size),Cup,Aimer,alienflybot,864201,1807498,84,78,2.0,5.5,5.5,3.0,1.19,206,10017,2018-11-19 10:00:01,1
5810cc3222b1585c562922dd1b6668be,Ref:rain (TV Size),Platter,Aimer,alienflybot,864201,1807499,84,78,3.0,7.3,7.3,5.0,2.45,282,14949,2018-11-19 10:00:01,1
d5be613019ad7ad2917ec247e4b2f6d8,Ref:rain (TV Size),Salad,Aimer,alienflybot,864201,1807500,84,78,2.5,6.4,6.4,4.0,1.78,244,11178,2018-11-19 10:00:01,1
c81759ec8a8602a39bdf064e12cd029e,Ref:rain (TV Size),Solitude,Aimer,alienflybot,864201,1807501,84,78,4.0,8.8,8.8,6.0,3.17,406,16839,2018-11-19 10:00:01,1
fa7b5b2f047ffdc619f5a6fc79ece955,Hoshi to Kimi ga Kieta Hi,Memories,Ling Yuan yousa,Dapuluous,752110,1597213,92,88,4.0,8.5,8.5,6.0,3.66,408,12357,2018-11-19 16:00:02,1
06a6541872fd31ebc2399bd8ebef2608,Hoshi to Kimi ga Kieta Hi,Error's Cup,Ling Yuan yousa,Dapuluous,752110,1642432,92,88,2.5,5.5,5.5,3.0,1.36,207,8199,2018-11-19 16:00:02,1
0ab4fd5590af0e9ee3588642bcf4799b,Hoshi to Kimi ga Kieta Hi,AJamez's Salad,Ling Yuan yousa,Dapuluous,752110,1642601,92,88,3.0,6.5,6.5,4.0,1.91,260,6444,2018-11-19 16:00:02,1
30d529cfe195aca7560f82a118a1480d,Hoshi to Kimi ga Kieta Hi,Platter,Ling Yuan yousa,Dapuluous,752110,1654976,92,88,3.5,7.5,7.5,5.0,2.5,289,7650,2018-11-19 16:00:02,1
1472f181435d30162fbbfb96bf7cd4be,Hoshi to Kimi ga Kieta Hi,Hex's Light Rain,Ling Yuan yousa,Dapuluous,752110,1681007,92,88,3.8,8.0,8.0,5.0,3.04,330,7587,2018-11-19 16:00:02,1
76b313102ca3bf3877569a152e3bd29a,EOS -INFINITE EDIT-,IMAGINATION,ginkiha,MBomb,571647,1211455,115,175,4.0,9.3,9.3,6.0,5.59,798,37224,2018-11-19 17:20:02,1
ffbb1bdf4801888be1241f078fc1ade6,EOS -INFINITE EDIT-,CUP,ginkiha,MBomb,571647,1779544,115,175,2.0,6.0,6.0,3.0,1.61,314,2286,2018-11-19 17:20:02,1
d445aa4a8826abce6f30e9a517eaba7d,EOS -INFINITE EDIT-,SALAD,ginkiha,MBomb,571647,1779691,115,175,2.5,7.0,7.0,4.0,2.25,432,4203,2018-11-19 17:20:02,1
f7ac5ffe7dde1cf36b3252b68c3242f4,EOS -INFINITE EDIT-,wonjae's RAIN,ginkiha,MBomb,571647,1780263,115,175,3.8,9.0,9.0,5.0,4.27,768,11448,2018-11-19 17:20:02,1
874abb7167cc2dd9aefb1a99f799d632,EOS -INFINITE EDIT-,PLATTER,ginkiha,MBomb,571647,1780403,115,175,3.0,8.0,8.0,5.0,3.15,604,9792,2018-11-19 17:20:02,1
a3172ab2d7d07a1a55f9012424111f3a,Gertrauda,Ultima,Mili,JeirYagtama,807114,1694022,124,116,4.5,8.8,8.8,6.0,3.72,408,7677,2018-11-23 15:00:01,1
6bbd7def6bd27e4f6acd30c93bee8b92,Gertrauda,Platter,Mili,JeirYagtama,807114,1694087,124,116,4.0,7.8,7.8,6.0,2.92,373,5877,2018-11-23 15:00:01,1
5b442e9750319d5b6cd0b08e25b41681,Gertrauda,Salad,Mili,JeirYagtama,807114,1713634,124,116,3.5,6.8,6.8,5.0,2.35,356,4572,2018-11-23 15:00:01,1
983da7ba5473df950be9149dac63e0d0,Gertrauda,Cup,Mili,JeirYagtama,807114,1743378,124,116,3.0,5.8,5.8,4.0,1.58,254,4824,2018-11-23 15:00:01,1
a5eb95b517a1c016d31d25f10c43386b,Euphorium,Hex's Cup,Suzuyu,AJamez,850851,1778802,127,186,2.5,6.0,6.0,3.0,1.68,371,2637,2018-11-25 02:20:01,1
