file_md5,title,version,artist,creator,beatmapset_id,beatmap_id,total_length,bpm,diff_size,diff_overall,diff_approach,diff_drain,difficultyrating,playcount,approved_date,State
2af9474cdc00229d9cbc30b7a5d9dd57,only my railgun (TV Size),4K HD,fripSide,DJPop,63089,193127,91,143,4,7.0,7.0,6.0,2.11,1152193,2013-02-14 02:30:11,1
383029a705f65cfca86b7e3cb9df2e51,only my railgun (TV Size),4K MX,fripSide,DJPop,63089,193128,91,143,4,7.0,7.0,8.0,3.1,706428,2013-02-14 02:30:11,1
a45882807f672dc1e51f05019de626ca,only my railgun (TV Size),4K NM,fripSide,DJPop,63089,193129,91,143,4,5.0,7.0,4.0,1.26,625532,2013-02-14 02:30:11,1
1702eed452df7cff7260b7a1ad35fbde,only my railgun (TV Size),7K HD,fripSide,DJPop,63089,193130,91,143,7,7.0,7.0,6.0,3.12,147476,2013-02-14 02:30:11,1
03e18081b3b2ca5febef60c4c272c34a,only my railgun (TV Size),7K MX,fripSide,DJPop,63089,193131,91,143,7,7.0,7.0,8.0,4.98,99177,2013-02-14 02:30:11,1
00fb0247e934b356cb89f1954c16681a,only my railgun (TV Size),7K NM,fripSide,DJPop,63089,193132,91,143,7,7.0,7.0,4.0,1.86,235664,2013-02-14 02:30:11,1
64c677f645d750afdf81326239bcaced,ChaiN De/structioN (siilento's solid remix),Hard,sakuzyo,Entozer,71255,204359,197,180,7,7.0,5.0,6.0,2.54,108081,2013-02-24 11:39:37,1
8f28256b322ca60a91f3aed6ab181a2d,ChaiN De/structioN (siilento's solid remix),Another,sakuzyo,Entozer,71255,204360,197,180,7,7.0,5.0,8.0,4.96,82928,2013-02-24 11:39:37,1
17684598a6832403cc0e1ad04cf136a8,ChaiN De/structioN (siilento's solid remix),Insane,sakuzyo,Entozer,71255,204361,197,180,7,7.0,5.0,7.0,3.35,92293,2013-02-24 11:39:37,1
e44beabce93cc871c2c5da007a851346,ChaiN De/structioN (siilento's solid remix),Normal,sakuzyo,Entozer,71255,204362,197,180,7,7.0,5.0,5.0,1.2,71806,2013-02-24 11:39:37,1
f10bd236943348cfa2c570736552c5fc,ChaiN De/structioN (siilento's solid remix),Easy,sakuzyo,Entozer,71255,206062,197,180,7,7.0,5.0,4.0,1.19,75769,2013-02-24 11:39:37,1
2b953896ab3f87697582e14fd668684d,Sweet Rain,Normal,Y&Co. feat. Karin,chonicle,74779,214127,120,155,7,7.0,3.0,5.0,1.99,101082,2013-02-28 04:40:21,1
3129d7f74cd67069c4d02fc79f56b90b,Sweet Rain,Another,Y&Co. feat. Karin,chonicle,74779,217670,120,155,7,7.0,3.0,8.0,4.41,66952,2013-02-28 04:40:21,1
35109dcc3afec36e4a0cb2e301f3f5d5,Sweet Rain,Hard,Y&Co. feat. Karin,chonicle,74779,217671,120,155,7,7.0,3.0,6.0,2.45,115458,2013-02-28 04:40:21,1
57cc7bc1e851fd32da262d332fa32431,Sweet Rain,Insane,Y&Co. feat. Karin,chonicle,74779,217675,120,155,7,7.0,3.0,7.0,3.53,118430,2013-02-28 04:40:21,1
c9d2c091b26c25d583bc70ccaa409b9e,Sweet Rain,Easy,Y&Co. feat. Karin,chonicle,74779,223375,120,155,7,7.0,7.0,4.0,1.24,91861,2013-02-28 04:40:21,1
b6918e2d49b442d792230a68976f9890,osu! tutorial,4K Basics,Peter Lambert,popner,77753,217976,120,160,4,7.0,5.0,5.0,1.42,97509,2013-03-31 04:41:38,1
9e82bbe89f46ba69005f435d0976ff20,osu! tutorial,5K Basics,Peter Lambert,popner,77753,218189,120,160,5,7.0,5.0,5.0,1.41,28501,2013-03-31 04:41:38,1
1cebfcae00cc6b3864f24902c2fc5736,osu! tutorial,6K Basics,Peter Lambert,popner,77753,225859,120,160,6,7.0,5.0,5.0,1.4,24631,2013-03-31 04:41:38,1
693f28eb731aa9733f1e7fbfeac51c7f,osu! tutorial,7K Basics,Peter Lambert,popner,77753,225860,120,160,7,7.0,5.0,5.0,1.39,57496,2013-03-31 04:41:38,1
26644bd62532da15d00880a4a9dea737,osu! tutorial,8K Basics,Peter Lambert,popner,77753,225861,120,160,8,7.0,5.0,5.0,1.36,34012,2013-03-31 04:41:38,1
fea1e93539e0ee9b7ecceb002b06aa79,Toki wo Kizamu Uta,7K HD,nayuta,Hanyuu,65847,192492,148,139,7,7.0,7.0,7.0,3.07,59269,2013-04-07 10:55:38,1
af7d1b2812f4c2e296045510d23bea2e,Toki wo Kizamu Uta,4K HD,nayuta,Hanyuu,65847,222257,148,139,4,8.0,7.0,7.0,1.94,169109,2013-04-07 10:55:38,1
cf4c4f8fdd1f64c182ed8d356a5d5ec1,Toki wo Kizamu Uta,7K NM,nayuta,Hanyuu,65847,222258,148,139,7,7.0,7.0,7.0,1.87,53239,2013-04-07 10:55:38,1
aadab38b81ba16e60860e6950a0d975a,Toki wo Kizamu Uta,4K MX,nayuta,Hanyuu,65847,222330,148,139,4,7.0,7.0,7.0,3.02,213265,2013-04-07 10:55:38,1
2440e49ea778295ece061f4779cdc652,Toki wo Kizamu Uta,7K MX,nayuta,Hanyuu,65847,222331,148,139,7,7.0,7.0,7.0,3.44,54190,2013-04-07 10:55:38,1
6e2063e5bedb63b29f2f44d80a3ae36b,Toki wo Kizamu Uta,4K EZ,nayuta,Hanyuu,65847,225307,148,139,4,7.0,7.0,7.0,1.17,60889,2013-04-07 10:55:38,1
25c527905593eeb06b082483bad302d3,Toki wo Kizamu Uta,4K NM,nayuta,Hanyuu,65847,226023,148,139,4,7.0,7.0,7.0,1.05,89799,2013-04-07 10:55:38,1
d5ac22f743c82cb1b85f76fa54ea08bc,Dynasty,Entozer's Insane,Yooh,HelloSCV,83094,230491,112,189,7,8.0,9.0,8.0,4.95,72119,2013-04-13 14:10:56,1
ebe4c83a93c4870528a964d1cc7dd33e,Dynasty,Entozer's Normal,Yooh,HelloSCV,83094,230492,112,189,7,8.0,9.0,5.0,1.76,86734,2013-04-13 14:10:56,1
2b9d82b683b5a0886e201628b1feb969,uni,Insane,Rissyu,HanzeR,84156,232025,156,131,7,7.0,5.0,7.0,3.56,126134,2013-04-14 08:37:01,1
1df96c700306be172ed286f6935ab529,uni,Hard,Rissyu,HanzeR,84156,232354,156,131,7,7.0,5.0,7.0,2.27,167189,2013-04-14 08:37:01,1
05b20b5325af67ef6616e5f2c0934058,uni,Normal,Rissyu,HanzeR,84156,232356,156,131,7,7.0,5.0,6.0,1.51,289851,2013-04-14 08:37:01,1
1589a7266afeebbf33601b84cfe7167b,Big Money,MX,The Quick Brown Fox,ishimaru94,84789,233388,175,280,7,7.0,5.0,8.0,4.95,38428,2013-04-22 00:25:09,1
d23c1c0aafa79f180dd1dcaaf543d6ad,Big Money,NM,The Quick Brown Fox,ishimaru94,84789,233389,175,280,7,7.0,5.0,6.0,2.68,106347,2013-04-22 00:25:09,1
11021694013b3b08b2a1d72fb46783cb,Big Money,Saka's HD,The Quick Brown Fox,ishimaru94,84789,233390,175,280,7,8.0,5.0,7.0,3.64,68372,2013-04-22 00:25:09,1
a55078a53c6bd4d6f02c2084b05e29d0,Big Money,Roxas' EZ,The Quick Brown Fox,ishimaru94,84789,234639,175,280,7,7.0,5.0,5.0,1.34,76250,2013-04-22 00:25:09,1
b8568c291f43eca6ac71a666e514c0e1,Mecha Koi Ranman* (Piano Ver.),7K NM,Famishin,TOKI,85930,235730,136,80,7,9.0,5.0,6.0,1.57,145043,2013-05-01 12:48:16,1
86beced2bcac48014a37b5fb7e10e3ab,Mecha Koi Ranman* (Piano Ver.),4K NM,Famishin,TOKI,85930,243830,136,80,4,8.0,5.0,5.0,1.17,241775,2013-05-01 12:48:16,1
f78610fb387ea983d9c57bf9821ed247,Wu Xuan Lan,4K Easy,Ci Mei Gui,luyuja,80018,222940,93,168,4,5.0,7.0,4.0,1.26,241099,2013-05-04 17:30:40,1
6997cffd63b394f4fda360c011a74e81,Wu Xuan Lan,4K Hard,Ci Mei Gui,luyuja,80018,222950,93,168,4,7.0,7.0,7.0,2.67,825760,2013-05-04 17:30:40,1
b9f1c3a6b79e476669cdd93dba4a85bc,Wu Xuan Lan,5K Normal,Ci Mei Gui,luyuja,80018,223203,93,168,5,6.0,7.0,5.0,1.71,131239,2013-05-04 17:30:40,1
f3e7b884ef64f51868ea882b2ab35baf,Wu Xuan Lan,7K FEVER,Ci Mei Gui,luyuja,80018,223266,93,168,7,8.0,7.0,8.0,3.7,107810,2013-05-04 17:30:40,1
45a7917c083bff3660c932127d523977,Stella,Basic Drum,Silent Siren,indyinyou,81166,227377,277,158,7,7.0,8.0,7.0,1.16,117219,2013-05-24 02:23:15,1
78b76af29bab439ee981b09bb45dcebe,Stella,Amateur Drum,Silent Siren,indyinyou,81166,238020,277,158,7,8.0,8.0,8.0,1.82,126211,2013-05-24 02:23:15,1
869a4ffb4e3146727375d2b07e6b4e65,Stella,Pro Drum,Silent Siren,indyinyou,81166,241340,277,158,7,9.0,8.0,9.0,2.44,123672,2013-05-24 02:23:15,1
7460915ba6afa2420e296e21756fbeb2,G59,Level 18,Ikareru Kin no Shishi,PROGUY,85585,235027,123,170,7,7.0,5.0,6.0,3.14,60689,2013-05-26 15:48:19,1
9cf4ce680a69e048230266415cbb33cd,G59,Level 36,Ikareru Kin no Shishi,PROGUY,85585,235028,123,170,7,8.0,5.0,8.0,4.91,41060,2013-05-26 15:48:19,1
c13b365bb6fe36eea1afab5c7d572fea,G59,Level 9,Ikareru Kin no Shishi,PROGUY,85585,235029,122,170,7,5.0,5.0,5.0,1.72,44860,2013-05-26 15:48:19,1
e37583f03799b3d670c655c06858161f,Far east nightbird,LV.23,Nekomata Master,Lieselotte,90042,244555,112,180,7,7.0,5.0,7.0,3.88,82513,2013-05-27 13:11:08,1
ccdf740c43cce1e74154cfdf5706197e,Far east nightbird,LV.13,Nekomata Master,Lieselotte,90042,244597,112,180,7,7.0,5.0,6.0,2.65,105415,2013-05-27 13:11:08,1
225ed9ac1494f62ebc45f01c04fee39c,Far east nightbird,LV.8,Nekomata Master,Lieselotte,90042,244923,112,180,7,7.0,5.0,7.0,1.56,98969,2013-05-27 13:11:08,1
9338c6306d52a969206ac0d107a25bda,Grow Slowly (TV Size),Hard,Iguchi Yuka,woc2006,93865,252946,89,165,7,7.0,5.0,8.0,2.94,68469,2013-05-27 20:11:22,1
4c3c5ebeffd794185b81f141fcbd01e7,Grow Slowly (TV Size),Normal,Iguchi Yuka,woc2006,93865,252973,89,165,7,7.0,5.0,7.0,1.68,83047,2013-05-27 20:11:22,1
af6f23ff5963fadf34cef725c7fa7ab1,Grow Slowly (TV Size),Easy,Iguchi Yuka,woc2006,93865,253026,89,165,7,7.0,5.0,7.0,1.24,121767,2013-05-27 20:11:22,1
d00a205484f54dea1310a793ee0700b8,Rhythmical Planet,Collab,masaki,ljqandylee,82460,228210,255,162,7,8.0,7.0,8.0,5.3,44659,2013-06-02 17:55:56,1
ef5b6d29a6d839f9c99ccbce60ec286b,Rhythmical Planet,Hard,masaki,ljqandylee,82460,250315,255,162,7,8.0,7.0,7.0,3.24,54131,2013-06-02 17:55:56,1
5d9f02b106e1e398715ea97c3353d5d6,Rhythmical Planet,Normal,masaki,ljqandylee,82460,250856,255,162,7,7.0,7.0,6.0,2.12,53835,2013-06-02 17:55:56,1
7986ff7437543f39af7c28d0634057b0,Rhythmical Planet,Easy,masaki,ljqandylee,82460,251741,255,162,7,5.0,7.0,4.0,1.48,45045,2013-06-02 17:55:56,1
f7193bad54807c4f86c38ec04e13b109,Fantastic future (TV Size),NM,Tamura Yukari,Betsuto,91301,247235,88,172,4,6.0,5.0,7.0,1.53,285656,2013-06-07 15:11:59,1
5d6960ba527dd2085d13c79360569221,Fantastic future (TV Size),HD,Tamura Yukari,Betsuto,91301,250066,88,172,4,6.0,5.0,7.0,2.02,333880,2013-06-07 15:11:59,1
691aa4d1a9b50ca6918133cfa8334ff0,Fantastic future (TV Size),MX,Tamura Yukari,Betsuto,91301,251200,88,172,4,7.0,5.0,7.0,3.06,355042,2013-06-07 15:11:59,1
627c28a203db310514c80bc88a41b428,smooooch,4K HD,kors k,DJPop,81109,240122,112,177,4,8.0,8.0,6.0,2.48,116461,2013-06-08 16:00:10,1
a0a7c441c3be1c28e6ebeeff9a39dcf9,smooooch,4K MX,kors k,DJPop,81109,257524,112,177,4,8.0,8.0,8.0,3.99,138113,2013-06-08 16:00:10,1
fd1f1b4aab66f6ff51c9891ed8ebb8f4,smooooch,4K NM,kors k,DJPop,81109,257525,112,177,4,8.0,8.0,4.0,1.52,87314,2013-06-08 16:00:10,1
1443de2d2a02ff9d04f711f2db9343f5,smooooch,7K HD,kors k,DJPop,81109,257526,112,177,7,8.0,8.0,6.0,2.24,38408,2013-06-08 16:00:10,1
1725e268e728f204e25ab973ccc1654a,smooooch,7K MX,kors k,DJPop,81109,257527,112,177,7,8.0,8.0,7.0,3.26,47205,2013-06-08 16:00:10,1
1447a92099e47667ae0a38b6dee76eeb,smooooch,7K NM,kors k,DJPop,81109,257528,112,177,7,8.0,8.0,5.0,1.62,35245,2013-06-08 16:00:10,1
aadd195110a7ce614cbc10544ccbef9c,smooooch,7K SC,kors k,DJPop,81109,257529,112,177,7,8.0,8.0,8.0,5.21,43087,2013-06-08 16:00:10,1
191dd5aa69a25e79a8922a179f80c3f2,Conflict (Vocaloid Ver.),Collab,siromaru + cranky,ishimaru94,96178,257963,148,160,7,6.0,5.0,8.0,4.49,40641,2013-07-02 16:50:34,1
59fd56a15fd80a418dab9c7e58cf6433,Conflict (Vocaloid Ver.),HD,siromaru + cranky,ishimaru94,96178,261970,148,160,7,7.0,5.0,7.0,3.26,64973,2013-07-02 16:50:34,1
ce0ae45e2acf76ff221b91e02daf9613,Conflict (Vocaloid Ver.),EZ,siromaru + cranky,ishimaru94,96178,262177,148,160,7,7.0,5.0,6.0,1.69,83798,2013-07-02 16:50:34,1
930d1ec503d91248e7a1d243589564b9,Conflict (Vocaloid Ver.),Pew's NM,siromaru + cranky,ishimaru94,96178,262959,148,160,7,7.0,5.0,6.0,2.51,70987,2013-07-02 16:50:34,1
088b052466ae8ec41eb6b741411ab6eb,agony (TV Size),Insane,KOTOKO,woc2006,95898,257311,98,132,7,8.0,5.0,8.0,3.92,27382,2013-07-07 03:14:50,1
ad484fa365a31a7c430e8c39587358e0,agony (TV Size),Hard,KOTOKO,woc2006,95898,257980,98,132,7,7.0,5.0,7.0,2.84,49413,2013-07-07 03:14:50,1
c02491e432bb39f45576e2ef442fe65d,agony (TV Size),Normal,KOTOKO,woc2006,95898,257981,98,132,7,7.0,5.0,7.0,1.67,52084,2013-07-07 03:14:50,1
7c6d2bb764ee7e53254aaa212b889e0a,agony (TV Size),Rumi's Insane,KOTOKO,woc2006,95898,261515,98,132,7,8.0,5.0,8.0,4.05,35638,2013-07-07 03:14:50,1
323733223ccccf9a1c78609a02ac7ced,Kyoumu Densen (TV Size),Roxas' Hard,ALI PROJECT,Chewin,91996,261893,87,145,7,8.0,8.0,8.0,2.98,53743,2013-07-08 05:48:02,1
d1a0b4e75b45d28217c5d821e175135f,Kyoumu Densen (TV Size),Roxas' Normal,ALI PROJECT,Chewin,91996,262691,87,145,7,7.0,8.0,6.0,1.38,99082,2013-07-08 05:48:02,1
db33fbb1ce4c43c7ed6833f46a0659bb,"Utakata, Ai no Mahoroba",LV.14,senya,Lieselotte,78382,219358,94,155,7,7.0,8.0,6.0,2.58,80725,2013-07-10 00:27:51,1
41d1bccf71280ba805dbd54eeb55f9ab,"Utakata, Ai no Mahoroba",LV.21,senya,Lieselotte,78382,219359,94,155,7,7.0,8.0,7.0,3.75,115996,2013-07-10 00:27:51,1
a6bd1ee55dde89d2265faaf67cafb312,"Utakata, Ai no Mahoroba",LV.28,senya,Lieselotte,78382,219360,94,155,7,8.0,8.0,7.0,4.84,149085,2013-07-10 00:27:51,1
7886d6957f5e5e8d5a7733a95a58dd2d,"Utakata, Ai no Mahoroba",LV.8,senya,Lieselotte,78382,219361,94,155,7,7.0,8.0,6.0,2.2,74391,2013-07-10 00:27:51,1
d4926421fc737b2c193ea6a5ad3c3f86,"Election Angel, Uh!",NM 4K,Mikuriya Wata,Stefan,91285,247475,56,140,4,6.0,5.0,6.0,1.45,40215,2013-07-13 12:46:11,1
0b08f333dd2b2a0ec6a591f41fc7ad4f,"Election Angel, Uh!",HD 4K,Mikuriya Wata,Stefan,91285,248479,56,140,4,8.0,5.0,8.0,1.91,87650,2013-07-13 12:46:11,1
2885a55917923bd3b39f6bd2c53c48b8,Gigantic O.T.N,L i a's Mania,Wotamin,Star Stream,80214,224688,196,190,7,8.0,10.0,7.0,5.08,89673,2013-07-16 14:30:19,1
b471c5fc537a5a9ecbba7e1e4d2a3736,Gigantic O.T.N,Entozer's Another,Wotamin,Star Stream,80214,225251,196,190,7,8.0,10.0,7.0,4.96,71952,2013-07-16 14:30:19,1
5dea417493cfb6ea742aa3901596e8c4,Gigantic O.T.N,Entozer's Normal,Wotamin,Star Stream,80214,225501,196,190,7,8.0,10.0,5.0,2.0,240987,2013-07-16 14:30:19,1
bce27105550513bbd2dcfa3d81e1cdd0,Akasha,7K Hard,xi,luyuja,87876,239841,255,185,7,8.0,5.0,7.0,4.15,128962,2013-07-16 16:14:54,1
afe8aeb1b5d0ff8239fd7e5f8078f1ed,Akasha,8K FEVER,xi,luyuja,87876,249413,255,185,8,9.0,5.0,8.0,6.21,19700,2013-07-16 16:14:54,1
49db5f2df85689f57b0bb876d3c4aa74,Akasha,8K Hard,xi,luyuja,87876,249672,255,185,8,8.0,5.0,7.0,4.03,23813,2013-07-16 16:14:54,1
9e6f171936f6f6a683e395d0963f7024,Akasha,8K Easy,xi,luyuja,87876,253360,255,185,8,7.0,5.0,6.0,1.71,81516,2013-07-16 16:14:54,1
f3596ae6accc981b184528152860c0fd,Akasha,8K Normal,xi,luyuja,87876,256216,255,185,8,7.0,5.0,6.0,2.55,42333,2013-07-16 16:14:54,1
418bd85718a122f0b327eefde0715ea5,Akasha,ignore's 8K Another,xi,luyuja,87876,257480,255,185,8,9.0,5.0,8.0,5.35,17896,2013-07-16 16:14:54,1
74df077f4ef7c899b4e75b1916f2ae44,unfinished (TV Size),7K Burst,KOTOKO,ljqandylee,102519,270831,74,146,7,9.0,5.0,8.0,4.01,105475,2013-07-21 16:28:28,1
70242783ccd287eafbdb6b8a3435067d,unfinished (TV Size),7K Hard,KOTOKO,ljqandylee,102519,270858,74,146,7,8.0,5.0,7.0,2.51,101812,2013-07-21 16:28:28,1
0e9e8abd8c7ff5f72dcae24c58bb054e,unfinished (TV Size),7K Normal,KOTOKO,ljqandylee,102519,270923,74,146,7,8.0,5.0,6.0,1.95,128241,2013-07-21 16:28:28,1
23a6dbea2096d75bcfb142e4195a9eca,unfinished (TV Size),4K Accel,KOTOKO,ljqandylee,102519,270939,74,146,4,8.0,5.0,8.0,3.18,454662,2013-07-21 16:28:28,1
2e091e3191fd639ac2ef5f4b02781199,unfinished (TV Size),4K Normal,KOTOKO,ljqandylee,102519,270953,74,146,4,7.0,5.0,6.0,1.23,529331,2013-07-21 16:28:28,1
4fd83994f539291b71190c705fadc368,Fantastic future (TV Size),4K MX,Tamura Yukari,victorica_db,100501,266662,88,172,4,7.0,5.0,7.0,3.48,261988,2013-07-23 12:22:39,1
45885c36397d2cd9c6f1c595fbd1fbf3,Fantastic future (TV Size),4K HD,Tamura Yukari,victorica_db,100501,266663,88,172,4,7.0,5.0,6.0,2.41,307837,2013-07-23 12:22:39,1
f866e9edd94fcc9dc663926a6327db09,Fantastic future (TV Size),4K NM,Tamura Yukari,victorica_db,100501,266940,88,172,4,6.0,5.0,5.0,1.55,220074,2013-07-23 12:22:39,1
0a77f0114e37088e0d36d5c91474d43e,Fantastic future (TV Size),7K Liese's LV.24,Tamura Yukari,victorica_db,100501,271986,88,172,7,7.0,5.0,8.0,4.16,90075,2013-07-23 12:22:39,1
712e398a71fbf8ea528928a934d3770c,Imperishable Night 2006,7K Lunatic,Yuuna Sasara feat. Tai no Kobone,xxbidiao,92190,249346,129,161,7,9.0,7.0,7.0,7.13,110114,2013-07-23 12:50:28,1
1f0d9dbef71f1cb6d9b04399fa96be42,Imperishable Night 2006,7K Hard,Yuuna Sasara feat. Tai no Kobone,xxbidiao,92190,249408,129,161,7,9.0,7.0,7.0,3.22,104776,2013-07-23 12:50:28,1
fbc7da4fb1ca392c7ff1ece37401d3e1,Imperishable Night 2006,7K Normal,Yuuna Sasara feat. Tai no Kobone,xxbidiao,92190,257173,129,161,7,9.0,7.0,7.0,2.27,70987,2013-07-23 12:50:28,1
5042473cab65a00c101402c7fdbb74f4,Imperishable Night 2006,4K Insane,Yuuna Sasara feat. Tai no Kobone,xxbidiao,92190,259067,129,161,4,9.0,7.0,7.0,5.26,368090,2013-07-23 12:50:28,1
c5878eee0521876401be32b971a91779,Imperishable Night 2006,7K Insane,Yuuna Sasara feat. Tai no Kobone,xxbidiao,92190,259497,129,161,7,9.0,7.0,7.0,5.48,81589,2013-07-23 12:50:28,1
ab161d51c51ff4eadc7062fb71e64308,Imperishable Night 2006,4K PROGUY's Normal,Yuuna Sasara feat. Tai no Kobone,xxbidiao,92190,275386,129,161,4,9.0,7.0,7.0,2.13,264899,2013-07-23 12:50:28,1
8ae11791b6f06da6f7fb54b11fc00815,Koi wa Chaos no Shimobenari (TV Size),LV.14,Ushirokara Haiyoritai G,Lieselotte,104030,273798,89,158,7,6.0,5.0,7.0,2.39,211598,2013-07-29 10:19:30,1
99c2af035ff02bf50c6f7e01d1cf24f1,Koi wa Chaos no Shimobenari (TV Size),LV.21,Ushirokara Haiyoritai G,Lieselotte,104030,273799,89,158,7,8.0,5.0,7.0,3.26,145452,2013-07-29 10:19:30,1
d7cf075c9ff09b642a9abe8e0fe0cae6,Koi wa Chaos no Shimobenari (TV Size),LV.5,Ushirokara Haiyoritai G,Lieselotte,104030,273800,89,158,7,6.0,5.0,6.0,1.5,240411,2013-07-29 10:19:30,1
ff825cffbb5b3914471681f621f9f071,Flip Flap,Hard,kors k,HanzeR,96796,259258,110,175,7,7.0,5.0,7.0,2.57,44495,2013-07-31 01:12:44,1
6047db37f63c15882b7d81e8cc5ac61e,Flip Flap,Insane,kors k,HanzeR,96796,259260,110,175,7,7.0,5.0,7.0,3.18,41053,2013-07-31 01:12:44,1
133edd3b4afaffe3452f6fc8bd85b8a7,Flip Flap,Normal,kors k,HanzeR,96796,259261,110,175,7,6.0,5.0,7.0,1.69,57788,2013-07-31 01:12:44,1
22beca883e6ec71b6889a71e1f193a51,Burst The Gravity (TV Size),Entozer's 7K MX,ALTIMA,Zeroarg,79038,233144,89,148,7,7.0,7.0,7.0,3.11,67725,2013-08-01 19:43:47,1
a4e891ba740e7262192825383ed26c95,Burst The Gravity (TV Size),Entozer's 4K EZ,ALTIMA,Zeroarg,79038,233662,89,148,4,7.0,7.0,6.0,0.99,338876,2013-08-01 19:43:47,1
269110115711d92b6e98166b2d91957e,Mermaid girl -Akiba Koubou MIX-,LV.16,Remixed by DJ Command,Lieselotte,95609,256673,122,150,7,7.0,5.0,7.0,2.76,119134,2013-08-07 07:53:48,1
969738042ee09c8dcd982aef3463aa6e,Mermaid girl -Akiba Koubou MIX-,LV.24,Remixed by DJ Command,Lieselotte,95609,256674,122,150,7,8.0,5.0,8.0,4.01,88687,2013-08-07 07:53:48,1
6c550e77d92e1980c523550c2dee06b6,Mermaid girl -Akiba Koubou MIX-,LV.10,Remixed by DJ Command,Lieselotte,95609,256923,122,150,7,7.0,5.0,6.0,1.81,122097,2013-08-07 07:53:48,1
b0cde0639deacf37b935f465b0f2808f,Mermaid girl -Akiba Koubou MIX-,LV.5,Remixed by DJ Command,Lieselotte,95609,256924,122,150,7,6.0,5.0,6.0,1.34,110614,2013-08-07 07:53:48,1
5be74600791a935c8e7c21c6fdfc45db,Sayonara Trip,7K LV.4,Dormir,Simple_Star,106740,280138,107,133,7,6.0,5.0,6.0,1.2,39235,2013-08-25 04:30:16,1
41fa9922be76901eef7708c917cf5c26,Sayonara Trip,7K LV.7,Dormir,Simple_Star,106740,280139,107,133,7,7.0,5.0,7.0,1.34,55738,2013-08-25 04:30:16,1
e0cfc967fec7234221f238d484afcdc8,Sayonara Trip,7K LV.15,Dormir,Simple_Star,106740,280200,107,133,7,7.0,5.0,8.0,2.58,71558,2013-08-25 04:30:16,1
d4d0f4f7095b5a4f9bb28e93f3da6bc7,Sayonara Trip,4K LV.5,Dormir,Simple_Star,106740,280680,107,133,4,6.0,5.0,6.0,1.42,70133,2013-08-25 04:30:16,1
5c2f2180bd5d2ff0db79eed54e545914,Sayonara Trip,victorica's 4K LV.10,Dormir,Simple_Star,106740,281122,107,133,4,7.0,5.0,7.0,2.6,153792,2013-08-25 04:30:16,1
7f1594d52c839f589ec084115197d630,croiX,Roxas' MX,TeamGrimoire+Amaneko,HelloSCV,88692,266505,112,195,7,7.0,9.0,7.0,4.14,60935,2013-08-29 18:13:48,1
e038af112a324a5833078735498f0474,croiX,Roxas' NM,TeamGrimoire+Amaneko,HelloSCV,88692,271725,112,195,7,6.0,9.0,6.0,2.03,72600,2013-08-29 18:13:48,1
6b88a420ae3899cc97854f00aaa3f25d,Destin Histoire (TV Size),Normal,yoshiki*lisa,victorica_db,107796,282316,84,166,4,7.0,5.0,7.0,1.85,147341,2013-09-06 13:46:29,1
97eecfbb7f41deec54bcfb7cd8aa5ca9,Destin Histoire (TV Size),Easy,yoshiki*lisa,victorica_db,107796,282317,84,166,4,7.0,5.0,7.0,1.5,133237,2013-09-06 13:46:29,1
cff211b93f8a60f5c0d325bc5baab05e,Destin Histoire (TV Size),Hard,yoshiki*lisa,victorica_db,107796,282336,85,166,4,7.0,5.0,7.0,2.83,154518,2013-09-06 13:46:29,1
9e0345a601722c4227514c775023bb8c,Ende,SHD,bj.HaLo,Loctav,79132,220960,124,200,7,8.0,5.0,8.0,5.08,49402,2013-09-18 15:16:43,1
7293c6aa56f38fa0af26ceea9bf6a1e3,Ende,HD,bj.HaLo,Loctav,79132,267373,124,200,7,7.0,5.0,7.0,2.53,96115,2013-09-18 15:16:43,1
b988e8d59a545b10d83e83bb03ab4cf1,Ende,IN,bj.HaLo,Loctav,79132,267374,124,200,7,7.0,5.0,8.0,4.17,84017,2013-09-18 15:16:43,1
8a73d05e7a57b3bf15bf95ae5c006450,Ende,NM,bj.HaLo,Loctav,79132,267375,124,200,7,6.0,5.0,6.0,1.65,65193,2013-09-18 15:16:43,1
a3044deb1151f2fe89d4bd526ce12c4a,Ende,EZ,bj.HaLo,Loctav,79132,271371,124,200,7,6.0,5.0,6.0,1.53,98563,2013-09-18 15:16:43,1
151a7313219530457cce3faf5e011157,eternal reality - TV size -,7K MX,fripSide,17VA,108577,283803,84,145,7,8.0,5.0,8.0,3.73,52434,2013-10-06 02:22:48,1
868b683d15e1fad141262b5ec8b55985,eternal reality - TV size -,Rumi's 7K Lv.28,fripSide,17VA,108577,284604,85,145,7,8.0,5.0,8.0,4.4,45802,2013-10-06 02:22:48,1
e935f4d69b48f4cc271a72c457a430df,eternal reality - TV size -,4K MX,fripSide,17VA,108577,285249,85,145,4,8.0,5.0,8.0,3.01,226739,2013-10-06 02:22:48,1
43b2ad12e6848c8050efa11aea2e2fdc,eternal reality - TV size -,Woodyzak's 4K EZ,fripSide,17VA,108577,286735,82,145,4,6.0,5.0,6.0,0.98,105335,2013-10-06 02:22:48,1
9074dcf74a192d06b1e4d814883416e4,eternal reality - TV size -,4K NM,fripSide,17VA,108577,286738,84,145,4,6.0,5.0,7.0,1.77,139208,2013-10-06 02:22:48,1
